data,conta,tipo,categoria,valor,forma_pagamento,descricao
2024-12-21,Zov,Saída,Folha de Pagamento,17479,Boleto,Pagamento
2024-02-17,Zov,Saída,Operacional,3648,PIX,Pagamento
2024-11-28,Papaya,Saída,Folha de Pagamento,17506,PIX,Pagamento
2024-12-22,Zov,Entrada,Outros Recebimentos,49008,Cartão,Recebimento
2024-10-27,Zov,Saída,Fornecedor,22095,Boleto,Pagamento
2024-03-21,Papaya,Saída,Impostos,24846,Cartão,Pagamento
2024-03-26,Zov,Entrada,Antecipação,17252,PIX,Recebimento
2024-01-12,Papaya,Entrada,Antecipação,49378,PIX,Recebimento
2024-10-06,Zov,Saída,Marketing,32386,Cartão,Pagamento
2024-08-23,Mdias,Entrada,Outros Recebimentos,46416,Cartão,Recebimento
2024-08-08,Papaya,Entrada,Antecipação,19126,PIX,Recebimento
2024-01-10,Mdias,Entrada,Antecipação,38166,Cartão,Recebimento
2024-05-24,Papaya,Saída,Marketing,28004,Boleto,Pagamento
2024-06-25,Papaya,Entrada,Recebimento Clientes,25284,TED,Recebimento
2024-05-13,Papaya,Saída,Operacional,21389,TED,Pagamento
2024-07-10,Papaya,Saída,Impostos,18459,TED,Pagamento
2024-04-10,Papaya,Saída,Fornecedor,12904,TED,Pagamento
2024-02-27,Zov,Entrada,Outros Recebimentos,34323,PIX,Recebimento
2024-02-08,Mdias,Entrada,Antecipação,10055,Cartão,Recebimento
2024-01-18,Mdias,Saída,Impostos,28824,TED,Pagamento
2024-06-09,Zov,Entrada,Outros Recebimentos,42708,Cartão,Recebimento
2024-11-02,Mdias,Saída,Impostos,37686,Dinheiro,Pagamento
2024-09-03,Zov,Entrada,Antecipação,13348,Boleto,Recebimento
2024-10-09,Zov,Entrada,Outros Recebimentos,13066,Dinheiro,Recebimento
2024-03-22,Papaya,Entrada,Antecipação,24458,Boleto,Recebimento
2024-10-16,Mdias,Entrada,Antecipação,4197,Dinheiro,Recebimento
2024-05-11,Mdias,Saída,Impostos,37718,Boleto,Pagamento
2024-07-15,Zov,Saída,Operacional,33213,TED,Pagamento
2024-08-26,Papaya,Entrada,Recebimento Clientes,34110,PIX,Recebimento
2024-11-26,Mdias,Saída,Impostos,31282,TED,Pagamento
2024-05-10,Mdias,Entrada,Outros Recebimentos,11386,Boleto,Recebimento
2024-09-06,Zov,Entrada,Antecipação,30928,TED,Recebimento
2024-09-13,Papaya,Entrada,Outros Recebimentos,34546,Boleto,Recebimento
2024-06-02,Papaya,Entrada,Recebimento Clientes,12240,Dinheiro,Recebimento
2024-06-08,Zov,Entrada,Antecipação,8270,Cartão,Recebimento
2024-06-16,Papaya,Entrada,Antecipação,21238,PIX,Recebimento
2024-12-03,Zov,Saída,Operacional,30045,Boleto,Pagamento
2024-09-27,Papaya,Saída,Marketing,35968,TED,Pagamento
2024-04-21,Papaya,Saída,Operacional,15488,PIX,Pagamento
2024-10-15,Papaya,Entrada,Recebimento Clientes,14836,Cartão,Recebimento
2024-05-26,Papaya,Entrada,Antecipação,21653,PIX,Recebimento
2024-01-06,Mdias,Saída,Marketing,18503,Dinheiro,Pagamento
2024-01-07,Zov,Entrada,Antecipação,27098,Boleto,Recebimento
2024-12-21,Zov,Entrada,Outros Recebimentos,20346,Dinheiro,Recebimento
2024-01-26,Papaya,Entrada,Outros Recebimentos,46312,Cartão,Recebimento
2024-06-16,Zov,Saída,Fornecedor,29883,Cartão,Pagamento
2024-11-09,Zov,Entrada,Antecipação,26841,PIX,Recebimento
2024-03-11,Mdias,Saída,Folha de Pagamento,12976,TED,Pagamento
2024-04-13,Zov,Saída,Operacional,15378,PIX,Pagamento
2024-10-02,Papaya,Entrada,Antecipação,1942,Dinheiro,Recebimento
2024-09-10,Papaya,Entrada,Recebimento Clientes,41532,Cartão,Recebimento
2024-03-01,Papaya,Saída,Operacional,1595,Boleto,Pagamento
2024-07-20,Zov,Entrada,Antecipação,27882,PIX,Recebimento
2024-04-20,Papaya,Entrada,Outros Recebimentos,48316,Cartão,Recebimento
2024-07-08,Zov,Entrada,Antecipação,5820,TED,Recebimento
2024-02-16,Mdias,Entrada,Outros Recebimentos,16040,Boleto,Recebimento
2024-06-14,Mdias,Saída,Marketing,10220,Cartão,Pagamento
2024-02-02,Papaya,Saída,Fornecedor,5781,TED,Pagamento
2024-06-24,Zov,Entrada,Outros Recebimentos,5869,PIX,Recebimento
2024-04-22,Papaya,Entrada,Outros Recebimentos,14550,Cartão,Recebimento
2024-07-01,Papaya,Entrada,Antecipação,26336,Cartão,Recebimento
2024-05-17,Papaya,Saída,Folha de Pagamento,1686,Dinheiro,Pagamento
2024-01-19,Zov,Entrada,Outros Recebimentos,20065,PIX,Recebimento
2024-01-04,Mdias,Entrada,Antecipação,17193,TED,Recebimento
2024-11-19,Papaya,Entrada,Antecipação,23169,Dinheiro,Recebimento
2024-05-23,Mdias,Saída,Impostos,32238,PIX,Pagamento
2024-03-20,Zov,Entrada,Outros Recebimentos,19342,TED,Recebimento
2024-01-20,Mdias,Entrada,Antecipação,35693,Dinheiro,Recebimento
2024-11-12,Mdias,Saída,Fornecedor,2606,TED,Pagamento
2024-09-07,Papaya,Entrada,Outros Recebimentos,3210,Dinheiro,Recebimento
2024-12-25,Papaya,Saída,Operacional,38478,Cartão,Pagamento
2024-05-05,Papaya,Saída,Operacional,13926,Boleto,Pagamento
2024-08-19,Papaya,Saída,Operacional,24786,PIX,Pagamento
2024-01-17,Papaya,Saída,Impostos,35643,TED,Pagamento
2024-10-23,Papaya,Saída,Folha de Pagamento,16030,Dinheiro,Pagamento
2024-02-04,Zov,Saída,Impostos,37496,Dinheiro,Pagamento
2024-03-11,Papaya,Saída,Folha de Pagamento,16556,PIX,Pagamento
2024-08-13,Papaya,Entrada,Outros Recebimentos,24326,TED,Recebimento
2024-08-18,Zov,Entrada,Antecipação,23300,Boleto,Recebimento
2024-11-03,Zov,Entrada,Outros Recebimentos,9155,Cartão,Recebimento
2024-02-06,Papaya,Saída,Marketing,34226,Cartão,Pagamento
2024-10-21,Papaya,Saída,Operacional,7927,Boleto,Pagamento
2024-10-24,Papaya,Saída,Impostos,36054,PIX,Pagamento
2024-02-15,Mdias,Saída,Operacional,27714,TED,Pagamento
2024-10-10,Zov,Saída,Folha de Pagamento,10686,Cartão,Pagamento
2024-01-04,Papaya,Entrada,Antecipação,627,TED,Recebimento
2024-06-18,Mdias,Saída,Operacional,30018,Boleto,Pagamento
2024-07-20,Mdias,Entrada,Antecipação,6544,Cartão,Recebimento
2024-01-27,Papaya,Entrada,Recebimento Clientes,45754,Cartão,Recebimento
2024-12-27,Papaya,Entrada,Antecipação,29725,TED,Recebimento
2024-06-18,Papaya,Saída,Fornecedor,4086,PIX,Pagamento
2024-08-08,Mdias,Saída,Folha de Pagamento,15715,Cartão,Pagamento
2024-02-25,Zov,Entrada,Outros Recebimentos,2819,Boleto,Recebimento
2024-04-26,Mdias,Entrada,Recebimento Clientes,25117,TED,Recebimento
2024-07-17,Zov,Saída,Marketing,10749,Cartão,Pagamento
2024-08-14,Papaya,Saída,Impostos,2082,TED,Pagamento
2024-08-23,Zov,Entrada,Recebimento Clientes,4217,Dinheiro,Recebimento
2024-03-09,Papaya,Entrada,Outros Recebimentos,10368,Cartão,Recebimento
2024-04-01,Mdias,Entrada,Outros Recebimentos,25946,TED,Recebimento
2024-04-27,Papaya,Saída,Impostos,11842,Boleto,Pagamento
2024-08-15,Mdias,Saída,Folha de Pagamento,769,PIX,Pagamento
2024-12-02,Papaya,Saída,Marketing,38208,PIX,Pagamento
2024-07-04,Mdias,Entrada,Outros Recebimentos,39516,PIX,Recebimento
2024-01-04,Papaya,Entrada,Recebimento Clientes,3556,TED,Recebimento
2024-07-26,Mdias,Entrada,Antecipação,47263,PIX,Recebimento
2024-04-26,Papaya,Entrada,Outros Recebimentos,35150,Boleto,Recebimento
2024-01-12,Papaya,Entrada,Outros Recebimentos,4393,Boleto,Recebimento
2024-06-21,Papaya,Saída,Impostos,8841,Dinheiro,Pagamento
2024-12-09,Mdias,Saída,Operacional,4844,Boleto,Pagamento
2024-03-23,Zov,Entrada,Outros Recebimentos,28351,TED,Recebimento
2024-07-21,Papaya,Saída,Folha de Pagamento,17514,Dinheiro,Pagamento
2024-10-11,Mdias,Entrada,Antecipação,40099,Boleto,Recebimento
2024-02-27,Mdias,Saída,Folha de Pagamento,36611,Cartão,Pagamento
2024-03-25,Zov,Saída,Impostos,24001,Cartão,Pagamento
2024-07-20,Papaya,Saída,Operacional,24867,Cartão,Pagamento
2024-12-06,Papaya,Entrada,Outros Recebimentos,41420,PIX,Recebimento
2024-07-20,Papaya,Saída,Operacional,29561,Dinheiro,Pagamento
2024-09-20,Zov,Entrada,Antecipação,40633,PIX,Recebimento
2024-04-25,Zov,Entrada,Antecipação,3085,Dinheiro,Recebimento
2024-09-08,Zov,Entrada,Recebimento Clientes,9179,Dinheiro,Recebimento
2024-01-10,Papaya,Saída,Impostos,25008,Cartão,Pagamento
2024-08-11,Mdias,Saída,Marketing,26832,TED,Pagamento
2024-03-02,Zov,Entrada,Antecipação,28389,TED,Recebimento
2024-10-12,Mdias,Saída,Operacional,17998,TED,Pagamento
2024-08-05,Papaya,Saída,Fornecedor,7832,Dinheiro,Pagamento
2024-02-20,Mdias,Saída,Fornecedor,25536,TED,Pagamento
2024-02-08,Mdias,Saída,Operacional,34587,TED,Pagamento
2024-10-21,Zov,Entrada,Recebimento Clientes,42020,Dinheiro,Recebimento
2024-11-19,Zov,Entrada,Recebimento Clientes,4223,TED,Recebimento
2024-07-09,Zov,Entrada,Recebimento Clientes,18997,TED,Recebimento
2024-09-26,Papaya,Entrada,Outros Recebimentos,2709,TED,Recebimento
2024-08-11,Zov,Entrada,Recebimento Clientes,26024,PIX,Recebimento
2024-10-09,Mdias,Saída,Fornecedor,3651,Dinheiro,Pagamento
2024-01-05,Zov,Entrada,Outros Recebimentos,34721,TED,Recebimento
2024-11-22,Mdias,Saída,Fornecedor,16561,Dinheiro,Pagamento
2024-08-04,Zov,Entrada,Outros Recebimentos,1025,TED,Recebimento
2024-07-28,Zov,Saída,Marketing,26752,Cartão,Pagamento
2024-06-04,Mdias,Entrada,Recebimento Clientes,19904,TED,Recebimento
2024-02-23,Zov,Saída,Operacional,11716,Dinheiro,Pagamento
2024-02-20,Zov,Saída,Folha de Pagamento,20284,Dinheiro,Pagamento
2024-04-16,Zov,Saída,Operacional,17961,Dinheiro,Pagamento
2024-08-16,Zov,Saída,Impostos,24186,PIX,Pagamento
2024-09-28,Papaya,Saída,Operacional,36043,Boleto,Pagamento
2024-11-21,Zov,Saída,Impostos,3644,PIX,Pagamento
2024-07-13,Papaya,Entrada,Antecipação,47403,Dinheiro,Recebimento
2024-05-22,Zov,Saída,Fornecedor,7522,TED,Pagamento
2024-03-20,Mdias,Saída,Folha de Pagamento,10831,TED,Pagamento
2024-07-18,Papaya,Saída,Folha de Pagamento,19041,Boleto,Pagamento
2024-03-12,Mdias,Saída,Marketing,27010,Boleto,Pagamento
2024-07-27,Mdias,Entrada,Antecipação,18084,Boleto,Recebimento
2024-06-12,Zov,Entrada,Outros Recebimentos,37796,Cartão,Recebimento
2024-01-25,Zov,Entrada,Recebimento Clientes,30581,Cartão,Recebimento
2024-10-19,Zov,Saída,Impostos,10556,PIX,Pagamento
2024-04-14,Zov,Entrada,Antecipação,32300,Boleto,Recebimento
2024-02-21,Mdias,Entrada,Antecipação,37270,Cartão,Recebimento
2024-05-16,Zov,Entrada,Recebimento Clientes,7968,TED,Recebimento
2024-08-08,Mdias,Entrada,Outros Recebimentos,16635,Cartão,Recebimento
2024-12-14,Mdias,Saída,Marketing,28270,Boleto,Pagamento
2024-01-22,Zov,Entrada,Outros Recebimentos,27346,PIX,Recebimento
2024-10-25,Zov,Saída,Marketing,37168,PIX,Pagamento
2024-10-11,Zov,Entrada,Recebimento Clientes,9874,Dinheiro,Recebimento
2024-12-06,Zov,Saída,Folha de Pagamento,31104,Cartão,Pagamento
2024-04-19,Papaya,Entrada,Recebimento Clientes,28165,TED,Recebimento
2024-12-12,Mdias,Saída,Folha de Pagamento,24378,Cartão,Pagamento
2024-07-20,Zov,Saída,Impostos,28492,Boleto,Pagamento
2024-09-13,Zov,Entrada,Outros Recebimentos,32608,PIX,Recebimento
2024-07-18,Zov,Entrada,Outros Recebimentos,11018,Boleto,Recebimento
2024-04-03,Zov,Saída,Fornecedor,15971,PIX,Pagamento
2024-10-03,Papaya,Entrada,Antecipação,38614,Cartão,Recebimento
2024-08-01,Zov,Saída,Impostos,19869,Cartão,Pagamento
2024-10-28,Papaya,Entrada,Outros Recebimentos,15177,TED,Recebimento
2024-07-25,Papaya,Entrada,Recebimento Clientes,22028,TED,Recebimento
2024-10-16,Zov,Entrada,Antecipação,12851,Cartão,Recebimento
2024-01-10,Papaya,Entrada,Antecipação,49430,PIX,Recebimento
2024-02-23,Mdias,Saída,Folha de Pagamento,25003,PIX,Pagamento
2024-02-07,Zov,Entrada,Outros Recebimentos,5430,TED,Recebimento
2024-09-24,Zov,Entrada,Antecipação,26715,PIX,Recebimento
2024-12-07,Zov,Saída,Impostos,16962,Boleto,Pagamento
2024-10-08,Papaya,Saída,Marketing,8336,Cartão,Pagamento
2024-07-17,Papaya,Entrada,Outros Recebimentos,28666,TED,Recebimento
2024-07-09,Papaya,Saída,Folha de Pagamento,29336,Cartão,Pagamento
2024-12-20,Mdias,Entrada,Recebimento Clientes,46011,TED,Recebimento
2024-12-28,Mdias,Entrada,Outros Recebimentos,18850,Boleto,Recebimento
2024-12-03,Papaya,Entrada,Recebimento Clientes,9415,Cartão,Recebimento
2024-05-24,Zov,Saída,Marketing,16089,Boleto,Pagamento
2024-11-09,Mdias,Saída,Impostos,31533,TED,Pagamento
2024-11-14,Zov,Entrada,Outros Recebimentos,22714,PIX,Recebimento
2024-12-20,Mdias,Saída,Folha de Pagamento,24057,Cartão,Pagamento
2024-12-05,Mdias,Saída,Fornecedor,11620,Dinheiro,Pagamento
2024-06-15,Zov,Saída,Folha de Pagamento,28776,PIX,Pagamento
2024-08-08,Mdias,Entrada,Antecipação,49819,Cartão,Recebimento
2024-10-16,Papaya,Entrada,Recebimento Clientes,34973,Boleto,Recebimento
2024-03-16,Papaya,Entrada,Outros Recebimentos,18015,Dinheiro,Recebimento
2024-09-20,Papaya,Entrada,Outros Recebimentos,18875,PIX,Recebimento
2024-09-12,Zov,Saída,Impostos,27704,Boleto,Pagamento
2024-12-22,Zov,Entrada,Outros Recebimentos,34795,Cartão,Recebimento
2024-12-23,Zov,Saída,Impostos,10660,Dinheiro,Pagamento
2024-08-01,Mdias,Saída,Folha de Pagamento,18873,Dinheiro,Pagamento
2024-06-02,Mdias,Entrada,Recebimento Clientes,20365,PIX,Recebimento
2024-07-27,Mdias,Saída,Fornecedor,2244,TED,Pagamento
2024-06-10,Papaya,Saída,Operacional,36837,Cartão,Pagamento
2024-01-13,Papaya,Entrada,Antecipação,27121,PIX,Recebimento
2024-12-05,Zov,Entrada,Outros Recebimentos,48407,PIX,Recebimento
2024-01-03,Zov,Saída,Marketing,1881,PIX,Pagamento
2024-12-10,Mdias,Entrada,Antecipação,42500,Dinheiro,Recebimento
2024-02-16,Papaya,Saída,Fornecedor,34250,TED,Pagamento
2024-12-17,Papaya,Saída,Impostos,28391,PIX,Pagamento
2024-05-16,Papaya,Saída,Operacional,1430,PIX,Pagamento
2024-10-17,Zov,Saída,Folha de Pagamento,18498,Boleto,Pagamento
2024-11-14,Mdias,Saída,Folha de Pagamento,11416,Boleto,Pagamento
2024-02-21,Papaya,Saída,Impostos,34895,TED,Pagamento
2024-02-08,Mdias,Entrada,Recebimento Clientes,46553,Cartão,Recebimento
2024-02-07,Mdias,Entrada,Recebimento Clientes,26334,Cartão,Recebimento
2024-06-23,Zov,Saída,Impostos,481,Cartão,Pagamento
2024-06-27,Mdias,Saída,Impostos,11678,Boleto,Pagamento
2024-07-20,Mdias,Entrada,Outros Recebimentos,16379,Boleto,Recebimento
2024-01-20,Mdias,Entrada,Outros Recebimentos,15974,Cartão,Recebimento
2024-01-26,Papaya,Entrada,Recebimento Clientes,20078,Dinheiro,Recebimento
2024-05-15,Mdias,Saída,Fornecedor,3473,Cartão,Pagamento
2024-05-22,Mdias,Entrada,Outros Recebimentos,13223,TED,Recebimento
2024-06-16,Zov,Entrada,Antecipação,18284,Boleto,Recebimento
2024-08-22,Mdias,Entrada,Recebimento Clientes,22951,Dinheiro,Recebimento
2024-05-26,Papaya,Saída,Fornecedor,9085,Cartão,Pagamento
2024-10-28,Mdias,Entrada,Recebimento Clientes,32763,Cartão,Recebimento
2024-01-05,Zov,Entrada,Outros Recebimentos,35647,TED,Recebimento
2024-11-01,Papaya,Entrada,Recebimento Clientes,32868,TED,Recebimento
2024-06-03,Papaya,Entrada,Outros Recebimentos,8825,Cartão,Recebimento
2024-10-14,Papaya,Entrada,Antecipação,39293,PIX,Recebimento
2024-10-25,Papaya,Saída,Folha de Pagamento,3644,Boleto,Pagamento
2024-05-05,Mdias,Entrada,Recebimento Clientes,3500,Dinheiro,Recebimento
2024-05-24,Papaya,Entrada,Outros Recebimentos,545,Dinheiro,Recebimento
2024-05-20,Mdias,Entrada,Antecipação,23760,PIX,Recebimento
2024-05-21,Papaya,Saída,Marketing,20019,PIX,Pagamento
2024-04-05,Papaya,Entrada,Outros Recebimentos,3966,Dinheiro,Recebimento
2024-03-26,Zov,Entrada,Recebimento Clientes,36158,PIX,Recebimento
2024-05-26,Zov,Entrada,Antecipação,38009,Cartão,Recebimento
2024-10-19,Zov,Entrada,Outros Recebimentos,49676,Boleto,Recebimento
2024-11-05,Papaya,Saída,Impostos,5121,Dinheiro,Pagamento
2024-05-19,Mdias,Saída,Fornecedor,23332,PIX,Pagamento
2024-05-26,Zov,Saída,Fornecedor,8480,Cartão,Pagamento
2024-11-19,Zov,Saída,Fornecedor,29165,PIX,Pagamento
2024-04-06,Papaya,Entrada,Outros Recebimentos,13385,Dinheiro,Recebimento
2024-10-02,Papaya,Entrada,Antecipação,39060,TED,Recebimento
2024-01-02,Papaya,Saída,Folha de Pagamento,10322,Dinheiro,Pagamento
2024-05-10,Zov,Entrada,Outros Recebimentos,30698,Cartão,Recebimento
2024-06-15,Papaya,Saída,Folha de Pagamento,17359,PIX,Pagamento
2024-01-05,Zov,Saída,Impostos,28135,Cartão,Pagamento
2024-03-15,Mdias,Entrada,Antecipação,4199,TED,Recebimento
2024-08-25,Mdias,Entrada,Recebimento Clientes,49524,PIX,Recebimento
2024-02-08,Papaya,Saída,Operacional,31407,Dinheiro,Pagamento
2024-12-05,Papaya,Saída,Operacional,24843,TED,Pagamento
2024-06-16,Zov,Saída,Operacional,302,Boleto,Pagamento
2024-05-20,Mdias,Saída,Marketing,11514,Cartão,Pagamento
2024-03-25,Mdias,Saída,Folha de Pagamento,18555,Dinheiro,Pagamento
2024-09-25,Papaya,Saída,Marketing,23451,TED,Pagamento
2024-10-25,Zov,Entrada,Outros Recebimentos,22566,Cartão,Recebimento
2024-04-16,Papaya,Saída,Marketing,23842,TED,Pagamento
2024-03-24,Mdias,Entrada,Antecipação,31026,PIX,Recebimento
2024-10-09,Zov,Entrada,Antecipação,40628,Dinheiro,Recebimento
2024-06-28,Zov,Entrada,Recebimento Clientes,39301,TED,Recebimento
2024-05-09,Mdias,Entrada,Outros Recebimentos,23953,TED,Recebimento
2024-10-13,Zov,Saída,Impostos,24454,Dinheiro,Pagamento
2024-07-11,Zov,Saída,Marketing,35614,Boleto,Pagamento
2024-01-13,Mdias,Saída,Operacional,30959,Dinheiro,Pagamento
2024-01-05,Papaya,Entrada,Antecipação,29620,Boleto,Recebimento
2024-02-24,Mdias,Saída,Marketing,26987,Dinheiro,Pagamento
2024-03-27,Mdias,Saída,Operacional,23127,Boleto,Pagamento
2024-02-21,Zov,Saída,Marketing,15374,TED,Pagamento
2024-02-26,Zov,Entrada,Antecipação,45190,Boleto,Recebimento
2024-02-28,Zov,Saída,Fornecedor,19202,TED,Pagamento
2024-09-16,Mdias,Entrada,Recebimento Clientes,50220,TED,Recebimento
2024-10-03,Mdias,Entrada,Antecipação,5492,PIX,Recebimento
2024-02-09,Mdias,Entrada,Antecipação,26449,Boleto,Recebimento
2024-10-15,Mdias,Entrada,Antecipação,18729,PIX,Recebimento
2024-04-02,Mdias,Entrada,Recebimento Clientes,26201,TED,Recebimento
2024-09-24,Mdias,Saída,Fornecedor,6353,Cartão,Pagamento
2024-04-22,Zov,Saída,Fornecedor,20488,Cartão,Pagamento
2024-06-06,Zov,Entrada,Antecipação,12178,Cartão,Recebimento
2024-07-01,Papaya,Saída,Operacional,25382,TED,Pagamento
2024-08-13,Mdias,Entrada,Outros Recebimentos,7637,PIX,Recebimento
2024-05-01,Mdias,Entrada,Recebimento Clientes,5035,Dinheiro,Recebimento
2024-06-10,Zov,Saída,Marketing,10870,Dinheiro,Pagamento
2024-02-04,Mdias,Entrada,Recebimento Clientes,30408,Dinheiro,Recebimento
2024-05-17,Zov,Entrada,Outros Recebimentos,5016,Boleto,Recebimento
2024-01-16,Zov,Entrada,Antecipação,12989,Boleto,Recebimento
2024-05-05,Papaya,Saída,Impostos,2114,Dinheiro,Pagamento
2024-04-09,Mdias,Entrada,Antecipação,37206,Boleto,Recebimento
2024-06-18,Papaya,Entrada,Recebimento Clientes,44024,Dinheiro,Recebimento
2024-09-13,Zov,Saída,Marketing,22434,TED,Pagamento
2024-06-08,Papaya,Saída,Folha de Pagamento,31238,Dinheiro,Pagamento
2024-12-14,Papaya,Saída,Impostos,19357,Boleto,Pagamento
2024-05-28,Zov,Saída,Folha de Pagamento,19547,Cartão,Pagamento
2024-10-18,Papaya,Entrada,Recebimento Clientes,33443,TED,Recebimento
2024-06-15,Mdias,Entrada,Outros Recebimentos,27309,Cartão,Recebimento
2024-08-15,Zov,Entrada,Outros Recebimentos,37149,Boleto,Recebimento
2024-04-12,Zov,Entrada,Antecipação,36396,Boleto,Recebimento
2024-01-11,Mdias,Entrada,Outros Recebimentos,48811,Boleto,Recebimento
2024-09-05,Papaya,Entrada,Antecipação,45944,Dinheiro,Recebimento
2024-11-10,Mdias,Entrada,Antecipação,6544,Cartão,Recebimento
2024-03-22,Mdias,Saída,Impostos,5281,Dinheiro,Pagamento
2024-03-01,Mdias,Entrada,Recebimento Clientes,12505,Boleto,Recebimento
2024-11-12,Zov,Entrada,Outros Recebimentos,17950,TED,Recebimento
2024-04-19,Papaya,Saída,Folha de Pagamento,1995,TED,Pagamento
2024-12-15,Zov,Saída,Fornecedor,13398,PIX,Pagamento
2024-07-08,Zov,Saída,Impostos,10094,Dinheiro,Pagamento
2024-11-02,Papaya,Entrada,Outros Recebimentos,6643,PIX,Recebimento
2024-12-08,Zov,Entrada,Antecipação,38777,PIX,Recebimento
2024-05-21,Mdias,Saída,Fornecedor,4839,Dinheiro,Pagamento
2024-06-26,Papaya,Saída,Impostos,27860,Dinheiro,Pagamento
2024-11-10,Mdias,Entrada,Outros Recebimentos,37945,Dinheiro,Recebimento
2024-03-11,Papaya,Entrada,Outros Recebimentos,47094,Dinheiro,Recebimento
2024-01-12,Zov,Saída,Impostos,34686,PIX,Pagamento
2024-01-16,Papaya,Entrada,Recebimento Clientes,1814,TED,Recebimento
2024-12-01,Mdias,Saída,Folha de Pagamento,7979,PIX,Pagamento
2024-01-10,Zov,Saída,Fornecedor,6794,Boleto,Pagamento
2024-03-09,Mdias,Entrada,Antecipação,9276,TED,Recebimento
2024-02-19,Zov,Saída,Operacional,36694,TED,Pagamento
2024-09-21,Papaya,Entrada,Antecipação,15150,Dinheiro,Recebimento
2024-09-13,Zov,Saída,Fornecedor,27664,PIX,Pagamento
2024-07-04,Zov,Entrada,Recebimento Clientes,43812,PIX,Recebimento
2024-01-28,Mdias,Entrada,Antecipação,17839,PIX,Recebimento
2024-09-24,Papaya,Saída,Fornecedor,7031,Boleto,Pagamento
2024-11-24,Zov,Saída,Fornecedor,6278,PIX,Pagamento
2024-09-15,Zov,Saída,Folha de Pagamento,23370,Cartão,Pagamento
2024-01-14,Mdias,Entrada,Recebimento Clientes,42985,Boleto,Recebimento
2024-04-11,Papaya,Entrada,Antecipação,28647,Cartão,Recebimento
2024-01-20,Papaya,Saída,Folha de Pagamento,3069,PIX,Pagamento
2024-04-23,Zov,Entrada,Recebimento Clientes,36783,Dinheiro,Recebimento
2024-08-03,Mdias,Saída,Marketing,5585,Boleto,Pagamento
2024-04-22,Papaya,Entrada,Recebimento Clientes,20147,PIX,Recebimento
2024-08-13,Papaya,Entrada,Recebimento Clientes,27107,Boleto,Recebimento
2024-09-04,Zov,Saída,Impostos,23850,Boleto,Pagamento
2024-08-19,Zov,Saída,Fornecedor,6096,PIX,Pagamento
2024-11-20,Mdias,Entrada,Outros Recebimentos,48487,Dinheiro,Recebimento
2024-08-13,Mdias,Entrada,Antecipação,7111,TED,Recebimento
2024-06-05,Papaya,Saída,Operacional,25945,TED,Pagamento
2024-02-16,Papaya,Entrada,Recebimento Clientes,25510,PIX,Recebimento
2024-08-24,Papaya,Saída,Folha de Pagamento,23197,PIX,Pagamento
2024-12-01,Zov,Saída,Marketing,11346,Boleto,Pagamento
2024-09-05,Papaya,Saída,Fornecedor,21010,Boleto,Pagamento
2024-06-07,Papaya,Saída,Fornecedor,23503,Boleto,Pagamento
2024-04-23,Mdias,Entrada,Outros Recebimentos,28561,Cartão,Recebimento
2024-02-18,Mdias,Saída,Fornecedor,11993,Cartão,Pagamento
2024-01-14,Mdias,Saída,Fornecedor,8347,Cartão,Pagamento
2024-10-24,Papaya,Entrada,Outros Recebimentos,44322,TED,Recebimento
2024-05-03,Mdias,Entrada,Antecipação,46358,PIX,Recebimento
2024-10-01,Mdias,Entrada,Antecipação,1177,Dinheiro,Recebimento
2024-06-26,Papaya,Saída,Operacional,12162,TED,Pagamento
2024-05-06,Mdias,Entrada,Antecipação,18476,PIX,Recebimento
2024-06-09,Papaya,Entrada,Antecipação,2598,TED,Recebimento
2024-09-15,Papaya,Saída,Fornecedor,30509,Cartão,Pagamento
2024-09-26,Papaya,Saída,Marketing,20407,PIX,Pagamento
2024-01-20,Papaya,Saída,Impostos,37154,PIX,Pagamento
2024-05-17,Papaya,Entrada,Recebimento Clientes,17636,PIX,Recebimento
2024-04-09,Mdias,Entrada,Recebimento Clientes,43552,PIX,Recebimento
2024-05-27,Zov,Saída,Fornecedor,25852,Dinheiro,Pagamento
2024-06-20,Papaya,Entrada,Outros Recebimentos,10066,TED,Recebimento
2024-11-03,Zov,Saída,Marketing,26528,PIX,Pagamento
2024-10-22,Mdias,Saída,Folha de Pagamento,9807,Boleto,Pagamento
2024-07-01,Papaya,Entrada,Outros Recebimentos,42323,Cartão,Recebimento
2024-05-24,Papaya,Entrada,Outros Recebimentos,14044,Dinheiro,Recebimento
2024-09-06,Papaya,Saída,Fornecedor,29640,Cartão,Pagamento
2024-03-24,Papaya,Saída,Marketing,22337,PIX,Pagamento
2024-09-19,Papaya,Saída,Folha de Pagamento,30529,PIX,Pagamento
2024-10-05,Mdias,Saída,Impostos,7650,PIX,Pagamento
2024-04-18,Papaya,Entrada,Recebimento Clientes,14512,Boleto,Recebimento
2024-03-11,Mdias,Entrada,Outros Recebimentos,728,PIX,Recebimento
2024-06-15,Papaya,Saída,Fornecedor,37710,TED,Pagamento
2024-11-20,Papaya,Saída,Marketing,3865,Dinheiro,Pagamento
2024-04-11,Mdias,Saída,Impostos,11053,TED,Pagamento
2024-03-12,Mdias,Entrada,Outros Recebimentos,44217,Boleto,Recebimento
2024-02-27,Zov,Saída,Fornecedor,25719,Dinheiro,Pagamento
2024-04-10,Zov,Saída,Marketing,22470,Dinheiro,Pagamento
